Year,Plot,Tag,Taxon,X.cm,Y.cm,Tag.offset.x,Tag.offset.y,Length.cm,Height.cm,X.Capitulescences,Is.seedling,Died.this.census.final,Length.cm.prev,Growth,Survival,Is.recruit
2016,1,1053*A,Ivesia gordonii,195,25,-10,-10,1.8,1.2,0,0,0,0.5,1.3,1,0
2017,1,1053*A,Ivesia gordonii,195,25,-10,-10,1.8,1.2,0,0,0,1.8,0,1,0
2018,1,1053*A,Ivesia gordonii,195,25,-10,-10,0,0,0,0,1,1.8,-1.8,0,0
2015,1,1054*A,Ivesia gordonii,190,36,-10,-10,0.6,0.5,0,1,0,NA,NA,1,1
2016,1,1054*A,Ivesia gordonii,190,36,-10,-10,0.7,1,0,0,0,0.6,0.1,1,0
2017,1,1054*A,Ivesia gordonii,190,36,-10,-10,0,0,0,0,1,0.7,-0.7,0,0
2015,1,1055*A,Ivesia gordonii,200,33,-10,-10,0.6,0.7,0,1,0,NA,NA,1,1
2016,1,1055*A,Ivesia gordonii,200,33,-10,-10,2.4,1.5,0,0,0,0.6,1.8,1,0
2017,1,1055*A,Ivesia gordonii,200,33,-10,-10,0,0,0,0,1,2.4,-2.4,0,0
2015,1,1056*A,Ivesia gordonii,195,24,10,0,0.4,0.5,0,1,0,NA,NA,1,1
2016,1,1056*A,Ivesia gordonii,195,24,10,0,0.5,0.5,0,0,0,0.4,0.1,1,0
2017,1,1056*A,Ivesia gordonii,195,24,10,0,2,1,0,0,0,0.5,1.5,1,0
2018,1,1056*A,Ivesia gordonii,195,24,10,0,0,0,0,0,1,2,-2,0,0
2015,1,1057*A,Ivesia gordonii,186,21,-10,-10,0.6,0.8,0,1,0,NA,NA,1,1
2016,1,1057*A,Ivesia gordonii,186,21,-10,-10,0.5,0.5,0,0,0,0.6,-0.1,1,0
2017,1,1057*A,Ivesia gordonii,186,21,-10,-10,0.8,0.3,0,0,0,0.5,0.3,1,0
2018,1,1057*A,Ivesia gordonii,186,21,-10,-10,0,0,0,0,1,0.8,-0.8,0,0
2015,1,1058*A,Ivesia gordonii,183,45,-10,-10,0.4,0.4,0,1,0,NA,NA,1,1
2016,1,1058*A,Ivesia gordonii,183,45,-10,-10,1.2,1,0,0,0,0.4,0.8,1,0
2017,1,1058*A,Ivesia gordonii,183,45,-10,-10,0,0,0,0,1,1.2,-1.2,0,0
2015,1,1059*A,Heterotheca villosa,180,46,-10,-10,1.3,2,0,1,0,NA,NA,1,1
2016,1,1059*A,Heterotheca villosa,180,46,-10,-10,4.2,3.7,0,0,0,1.3,2.9,1,0
2017,1,1059*A,Heterotheca villosa,180,46,-10,-10,0,0,0,0,1,4.2,-4.2,0,0
2014,10,106*A,Lupinus argenteus,85,40,10,0,19,12,0,0,0,NA,NA,1,NA
2015,10,106*A,Lupinus argenteus,85,40,10,0,22,14.5,2,0,0,19,3,1,0
2016,10,106*A,Lupinus argenteus,85,40,10,0,16,15.5,0,0,0,22,-6,1,0
2017,10,106*A,Lupinus argenteus,85,40,10,0,0,0,0,0,0,16,-16,1,0
2018,10,106*A,Lupinus argenteus,85,40,10,0,6,3.5,0,0,0,0,6,1,0
2019,10,106*A,Lupinus argenteus,85,40,10,0,0,0,0,0,1,6,-6,0,0
2015,1,1060*A,Ivesia gordonii,172,61,-5,-5,0.4,0.4,0,1,0,NA,NA,1,1
2016,1,1060*A,Ivesia gordonii,172,61,-5,-5,0.8,0.9,0,0,0,0.4,0.4,1,0
2017,1,1060*A,Ivesia gordonii,172,61,-5,-5,1.5,1,0,0,0,0.8,0.7,1,0
2018,1,1060*A,Ivesia gordonii,172,61,-5,-5,5,4,0,0,0,1.5,3.5,1,0
2019,1,1060*A,Ivesia gordonii,172,61,-5,-5,9.5,5,3,0,0,5,4.5,1,0
2020,1,1060*A,Ivesia gordonii,172,61,-5,-5,6.5,4.5,2,0,0,9.5,-3,1,0
2021,1,1060*A,Ivesia gordonii,172,61,-5,-5,13.5,3.5,2,0,0,6.5,7,1,0
2015,1,1061*A,Ivesia gordonii,171,65,-5,-5,0.4,0.3,0,1,0,NA,NA,1,1
2016,1,1061*A,Ivesia gordonii,171,65,-5,-5,1.5,1.3,0,0,0,0.4,1.1,1,0
2017,1,1061*A,Ivesia gordonii,171,65,-5,-5,4,2,0,0,0,1.5,2.5,1,0
2018,1,1061*A,Ivesia gordonii,171,65,-5,-5,6,3.5,1,0,0,4,2,1,0
2019,1,1061*A,Ivesia gordonii,171,65,-5,-5,9.5,5.5,1,0,0,6,3.5,1,0
2020,1,1061*A,Ivesia gordonii,171,65,-5,-5,15.5,5,2,0,0,9.5,6,1,0
2021,1,1061*A,Ivesia gordonii,171,65,-5,-5,15,4.5,3,0,0,15.5,-0.5,1,0
2015,1,1062*A,Ivesia gordonii,180,80,5,0,0,0,0,1,1,NA,NA,0,1
2015,1,1063*A,Lupinus argenteus,195,100,-10,-10,1.4,2.5,0,1,0,NA,NA,1,1
2016,1,1063*A,Lupinus argenteus,195,100,-10,-10,7.5,6.9,0,0,0,1.4,6.1,1,0
2017,1,1063*A,Lupinus argenteus,195,100,-10,-10,0,0,0,0,0,7.5,-7.5,1,0
2018,1,1063*A,Lupinus argenteus,195,100,-10,-10,8,4,0,0,0,0,8,1,0
2019,1,1063*A,Lupinus argenteus,195,100,-10,-10,0,0,0,0,1,8,-8,0,0
2015,1,1064*A,Ivesia gordonii,195,95,-10,-10,0.5,1.4,0,1,0,NA,NA,1,1
2016,1,1064*A,Ivesia gordonii,195,95,-10,-10,0.5,0.6,0,0,0,0.5,0,1,0
2017,1,1064*A,Ivesia gordonii,195,95,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2015,1,1065*A,Ivesia gordonii,180.1168754,139.754801,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2015,1,1065*B,Ivesia gordonii,179.9586341,139.8344117,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2015,1,1065*C,Ivesia gordonii,179.6048249,139.1237881,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,1,1065*A,Ivesia gordonii,180.151938,139.6812413,-10,-10,1,1.5,0,0,0,0.5,0.5,1,0
2016,1,1065*B,Ivesia gordonii,179.9462243,139.7847352,-10,-10,1,1.5,0,0,1,0.5,0.5,0,0
2016,1,1065*C,Ivesia gordonii,179.4862723,138.8609245,-10,-10,1,1.5,0,0,1,0.5,0.5,0,0
2017,1,1065*A,Ivesia gordonii,180,140,-10,-10,0,0,0,0,1,1,-1,0,0
2015,1,1066*A,Ivesia gordonii,180,150,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,1,1066*A,Ivesia gordonii,180,150,-10,-10,0.5,0.5,0,0,0,0.5,0,1,0
2017,1,1066*A,Ivesia gordonii,180,150,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2015,1,1067*A,Ivesia gordonii,200,180,-10,-10,2,2,0,0,0,NA,NA,1,1
2016,1,1067*A,Ivesia gordonii,200.0584377,179.8774005,-10,-10,0.5,0.5,0,0,0,2,-1.5,1,0
2016,1,1067*B,Ivesia gordonii,199.979317,179.9172058,-10,-10,0.5,0.5,0,0,1,NA,NA,0,1
2017,1,1067*A,Ivesia gordonii,200,180,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2015,1,1068*A,Ivesia gordonii,199,155,-10,-10,0.5,0.7,0,1,0,NA,NA,1,1
2016,1,1068*A,Ivesia gordonii,199,155,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2015,1,1069*A,Ivesia gordonii,196,146,10,0,0.5,0.4,0,1,0,NA,NA,1,1
2016,1,1069*A,Ivesia gordonii,196,146,10,0,1.9,1,0,0,0,0.5,1.4,1,0
2017,1,1069*A,Ivesia gordonii,196,146,10,0,1.5,1,0,0,0,1.9,-0.4,1,0
2018,1,1069*A,Ivesia gordonii,196,146,10,0,2,2.5,0,0,0,1.5,0.5,1,0
2019,1,1069*A,Ivesia gordonii,196,146,10,0,5.5,3.5,0,0,0,2,3.5,1,0
2020,1,1069*A,Ivesia gordonii,196,146,10,0,6,3,0,0,0,5.5,0.5,1,0
2021,1,1069*A,Ivesia gordonii,196,146,10,0,8.5,3,0,0,0,6,2.5,1,0
2014,10,107*A,Lupinus argenteus,80,35,-10,-10,16,10,1,0,0,NA,NA,1,NA
2015,10,107*A,Lupinus argenteus,80,35,-10,-10,15.5,11,0,0,0,16,-0.5,1,0
2016,10,107*A,Lupinus argenteus,80,35,-10,-10,10,6.3,0,0,0,15.5,-5.5,1,0
2017,10,107*A,Lupinus argenteus,80,35,-10,-10,0,0,0,0,1,10,-10,0,0
2015,1,1070*A,Ivesia gordonii,200,155,10,0,0.5,0.5,0,1,0,NA,NA,1,1
2016,1,1070*A,Ivesia gordonii,200,155,10,0,0,0,0,0,1,0.5,-0.5,0,0
2014,1,1071*A,Senecio crassulus,197,187,-5,0,6,5.5,0,0,0,NA,NA,1,NA
2015,1,1071*A,Senecio crassulus,197,187,-5,0,6,5.5,0,0,0,6,0,1,0
2016,1,1071*A,Seneco crassulus,197,187,-5,0,6.9,5.6,0,0,0,6,0.9,1,0
2017,1,1071*A,Seneco crassulus,197,187,-5,0,6.5,7,0,0,0,6.9,-0.4,1,0
2018,1,1071*A,Seneco crassulus,197,187,-5,0,2.8,2,0,0,0,6.5,-3.7,1,0
2019,1,1071*A,Seneco crassulus,197,187,-5,0,5.5,6,0,0,0,2.8,2.7,1,0
2020,1,1071*A,Senecio crassulus,197,187,-5,0,5,5,0,0,0,5.5,-0.5,1,0
2021,1,1071*A,Senecio crassulus,197,187,-5,0,0,0,0,0,0,5,-5,1,0
2015,5,1072*A,Lupinus argenteus,25,125,-10,-10,21,8,0,0,0,NA,NA,1,1
2016,5,1072*A,Lupinus argenteus,25,125,-10,-10,6,4.4,0,0,0,21,-15,1,0
2017,5,1072*A,Lupinus argenteus,25,125,-10,-10,4.9,2.5,0,0,0,6,-1.1,1,0
2018,5,1072*A,Lupinus argenteus,25,125,-10,-10,0,0,0,0,1,4.9,-4.9,0,0
2015,5,1073*A,Lupinus argenteus,50,80,-10,-10,7,5,0,0,0,NA,NA,1,1
2016,5,1073*A,Lupinus argenteus,50,80,-10,-10,8.9,5.6,0,0,0,7,1.9,1,0
2017,5,1073*A,Lupinus argenteus,50,80,-10,-10,0,0,0,0,1,8.9,-8.9,0,0
2015,5,1074*A,Lupinus argenteus,50,85,-10,-10,9,6,0,0,0,NA,NA,1,1
2016,5,1074*A,Lupinus argenteus,50,85,-10,-10,0,0,0,0,1,9,-9,0,0
2015,5,1075*A,Lupinus argenteus,35,155,-10,-10,0,0,0,1,1,NA,NA,0,1
2015,5,1076*A,Lupinus argenteus,42,150,-10,-10,6.5,3.5,0,0,0,NA,NA,1,1
2016,5,1076*A,Lupinus argenteus,42,150,-10,-10,0,0,0,0,1,6.5,-6.5,0,0
2015,5,1077*A,Lupinus argenteus,67,135,-10,-10,6,4,0,0,0,NA,NA,1,1
2016,5,1077*A,Lupinus argenteus,67,135,-10,-10,0,0,0,0,1,6,-6,0,0
2015,5,1078*A,Lupinus argenteus,67,140,-10,-10,9.5,4,0,0,0,NA,NA,1,1
2016,5,1078*A,Lupinus argenteus,67,140,-10,-10,0,0,0,0,1,9.5,-9.5,0,0
2015,5,1079*A,Lupinus argenteus,73,145,-10,-10,9,3.5,0,0,0,NA,NA,1,1
2016,5,1079*A,Lupinus argenteus,73,145,-10,-10,7.4,4.3,0,0,0,9,-1.6,1,0
2017,5,1079*A,Lupinus argenteus,73,145,-10,-10,3.5,3,0,0,0,7.4,-3.9,1,0
2018,5,1079*A,Lupinus argenteus,73,145,-10,-10,0,0,0,0,1,3.5,-3.5,0,0
2014,10,108*A,Elymus lanceolatus,101,52,-10,-10,11,16,1,0,0,NA,NA,1,NA
2015,10,108*A,Elymus lanceolatus,101,52,-10,-10,10,17.5,0,0,0,11,-1,1,0
2016,10,108*A,Elymus lanceolatus,101,52,-10,-10,20,32,17,0,0,10,10,1,0
2017,10,108*A,Elymus lanceolatus,101,52,-10,-10,36,20,2,0,0,20,16,1,0
2018,10,108*A,Elymus lanceolatus,101,52,-10,-10,25,23,27,0,0,36,-11,1,0
2019,10,108*A,Elymus lanceolatus,101,52,-10,-10,30,18,0,0,0,25,5,1,0
2020,10,108*A,Elymus lanceolatus,101,52,-10,-10,25,21,2,0,0,30,-5,1,0
2021,10,108*A,Elymus lanceolatus,101,52,-10,-10,22,22,2,0,0,25,-3,1,0
2015,5,1080*A,Lupinus argenteus,80,193,-10,-10,4.5,4,0,0,0,NA,NA,1,1
2016,5,1080*A,Lupinus argenteus,80,193,-10,-10,11,9,0,0,0,4.5,6.5,1,0
2017,5,1080*A,Lupinus argenteus,80,193,-10,-10,4.5,2,0,0,0,11,-6.5,1,0
2018,5,1080*A,Lupinus argenteus,80,193,-10,-10,0,0,0,0,1,4.5,-4.5,0,0
2015,5,1081*A,Lupinus argenteus,45,181,-10,-10,6,5.5,0,0,0,NA,NA,1,1
2016,5,1081*A,Lupinus argenteus,45,181,-10,-10,11.2,10,0,0,0,6,5.2,1,0
2017,5,1081*A,Lupinus argenteus,45,181,-10,-10,0,0,0,0,1,11.2,-11.2,0,0
2015,6,1082*A,Ivesia gordonii,178,8,-10,-10,0.3,0.5,0,1,0,NA,NA,1,1
2016,6,1082*A,Ivesia gordonii,178,8,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2015,6,1083*A,Ivesia gordonii,170,12,-10,-10,0.4,0.5,0,1,0,NA,NA,1,1
2016,6,1083*A,Ivesia gordonii,170,12,-10,-10,2,3,0,0,0,0.4,1.6,1,0
2017,6,1083*A,Ivesia gordonii,170,12,-10,-10,0,0,0,0,1,2,-2,0,0
2015,6,1084*A,Ivesia gordonii,170,14,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,6,1084*A,Ivesia gordonii,170,14,-10,-10,1,1,0,0,0,0.5,0.5,1,0
2017,6,1084*A,Ivesia gordonii,170,14,-10,-10,0,0,0,0,1,1,-1,0,0
2015,6,1085*A,Ivesia gordonii,170,18,-10,-2,0.5,0.4,0,1,0,NA,NA,1,1
2016,6,1085*A,Ivesia gordonii,170,18,-10,-2,1.5,2.5,0,0,0,0.5,1,1,0
2017,6,1085*A,Ivesia gordonii,170,18,-10,-2,0,0,0,0,1,1.5,-1.5,0,0
2015,6,1086*A,Ivesia gordonii,182,8,-10,-10,0.8,0.5,0,1,0,NA,NA,1,1
2016,6,1086*A,Ivesia gordonii,182,8,-10,-10,1,2,0,0,0,0.8,0.2,1,0
2017,6,1086*A,Ivesia gordonii,182,8,-10,-10,3,2.5,0,0,0,1,2,1,0
2018,6,1086*A,Ivesia gordonii,182,8,-10,-10,7,5,2,0,0,3,4,1,0
2019,6,1086*A,Ivesia gordonii,182,8,-10,-10,13,6.5,5,0,0,7,6,1,0
2020,6,1086*A,Ivesia gordonii,182,8,-10,-10,0,0,0,0,1,13,-13,0,0
2015,6,1087*A,Ivesia gordonii,182,8,-10,-10,0.5,0.4,0,1,0,NA,NA,1,1
2016,6,1087*A,Ivesia gordonii,182,8,-10,-10,1,2,0,0,0,0.5,0.5,1,0
2017,6,1087*A,Ivesia gordonii,182,8,-10,-10,0,0,0,0,1,1,-1,0,0
2015,6,1088*A,Ivesia gordonii,184,3.5,0,-10,0.3,0.3,0,1,0,NA,NA,1,1
2016,6,1088*A,Ivesia gordonii,184,3.5,0,-10,0,0,0,0,1,0.3,-0.3,0,0
2015,6,1089*A,Ivesia gordonii,112,40,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,6,1089*A,Ivesia gordonii,112,40,-10,-10,2,2.5,0,0,0,0.5,1.5,1,0
2017,6,1089*A,Ivesia gordonii,112,40,-10,-10,6,3,1,0,0,2,4,1,0
2018,6,1089*A,Ivesia gordonii,112,40,-10,-10,5,3.5,0,0,0,6,-1,1,0
2019,6,1089*A,Ivesia gordonii,112,40,-10,-10,8,5.5,3,0,0,5,3,1,0
2020,6,1089*A,Ivesia gordonii,112,40,-10,-10,7.5,4.5,0,0,0,8,-0.5,1,0
2021,6,1089*A,Ivesia gordonii,112,40,-10,-10,11.5,3.5,11,0,0,7.5,4,1,0
2014,10,109*A,Lupinus argenteus,90,60,-10,-10,11,8,2,0,0,NA,NA,1,NA
2015,10,109*A,Lupinus argenteus,90,60,-10,-10,8.5,4.5,0,0,0,11,-2.5,1,0
2016,10,109*A,Lupinus argenteus,90,60,-10,-10,5.5,6,0,0,0,8.5,-3,1,0
2017,10,109*A,Lupinus argenteus,90,60,-10,-10,0,0,0,0,1,5.5,-5.5,0,0
2014,7,1090*A,Ivesia gordonii,47,150,-10,-10,1.8,1,0,0,0,NA,NA,1,NA
2015,7,1090*A,Ivesia gordonii,47,150,-10,-10,1.8,1,0,0,0,1.8,0,1,0
2016,7,1090*A,Ivesia gordonii,47,150,-10,-10,2.5,3,0,0,0,1.8,0.7,1,0
2017,7,1090*A,Ivesia gordonii,47,150,-10,-10,2,1.5,0,0,0,2.5,-0.5,1,0
2018,7,1090*A,Ivesia gordonii,47,150,-10,-10,0,0,0,0,1,2,-2,0,0
2015,8,1091*A,Lupinus argenteus,92,195,-10,-10,6.5,4,0,0,0,NA,NA,1,1
2016,8,1091*A,Lupinus argenteus,92,195,-10,-10,1.5,1.5,0,0,0,6.5,-5,1,0
2017,8,1091*A,Lupinus argenteus,92,195,-10,-10,2,1.5,0,0,0,1.5,0.5,1,0
2018,8,1091*A,Lupinus argenteus,92,195,-10,-10,0,0,0,0,1,2,-2,0,0
2015,8,1092*A,Senecio crassulus,180,138,-10,-10,1,1.5,0,1,0,NA,NA,1,1
2016,8,1092*A,Senecio crassulus,180,138,-10,-10,0,0,0,0,1,1,-1,0,0
2015,9,1093*A,Ivesia gordonii,40,12,-10,-10,2,1.5,0,1,0,NA,NA,1,1
2016,9,1093*A,Ivesia gordonii,40,12,-10,-10,2.5,2.5,0,0,0,2,0.5,1,0
2017,9,1093*A,Ivesia gordonii,40,12,-10,-10,4,4,0,0,0,2.5,1.5,1,0
2018,9,1093*A,Ivesia gordonii,40,12,-10,-10,8,4,0,0,0,4,4,1,0
2019,9,1093*A,Ivesia gordonii,40,12,-10,-10,9,6,0,0,0,8,1,1,0
2020,9,1093*A,Ivesia gordonii,40,12,-10,-10,11,3.5,0,0,0,9,2,1,0
2021,9,1093*A,Ivesia gordonii,40,12,-10,-10,12,4,0,0,0,11,1,1,0
2015,9,1094*A,Lupinus argenteus,192,68,-10,-10,2,1.5,0,1,0,NA,NA,1,1
2016,9,1094*A,Lupinus argenteus,192,68,-10,-10,4,3.5,0,0,0,2,2,1,0
2017,9,1094*A,Lupinus argenteus,192,68,-10,-10,3,3,0,0,0,4,-1,1,0
2018,9,1094*A,Lupinus argenteus,192,68,-10,-10,7,5.5,0,0,0,3,4,1,0
2019,9,1094*A,Lupinus argenteus,192,68,-10,-10,12.5,8,0,0,0,7,5.5,1,0
2020,9,1094*A,Lupinus argenteus,192,68,-10,-10,22,9.5,2,0,0,12.5,9.5,1,0
2021,9,1094*A,Lupinus argenteus,192,68,-10,-10,30,10.5,10,0,0,22,8,1,0
2015,10,1095*A,Lupinus argenteus,8,0,-10,-10,0,0,0,1,1,NA,NA,1,1
2016,10,1095*A,Lupinus argenteus,8,0,-10,-10,9,6,0,0,0,0,9,1,0
2017,10,1095*A,Lupinus argenteus,8,0,-10,-10,0,0,0,0,1,9,-9,0,0
2015,10,1096*A,Lupinus argenteus,13,13,-10,-10,5,3.5,0,0,0,NA,NA,1,1
2016,10,1096*A,Lupinus argenteus,13,13,-10,-10,4,3.5,0,0,0,5,-1,1,0
2017,10,1096*A,Lupinus argenteus,13,13,-10,-10,0,0,0,0,1,4,-4,0,0
2015,10,1097*A,Lupinus argenteus,25,23,-10,-10,8.5,6.5,0,0,0,NA,NA,1,1
2016,10,1097*A,Lupinus argenteus,25,23,-10,-10,0,0,0,0,1,8.5,-8.5,0,0
2015,10,1098*A,Lupinus argenteus,22,33,-10,-10,5,4.5,0,0,0,NA,NA,1,1
2016,10,1098*A,Lupinus argenteus,22,33,-10,-10,0,0,0,0,1,5,-5,0,0
2015,10,1099*A,Lupinus argenteus,16,42,-10,-10,2.5,4,0,1,0,NA,NA,1,1
2016,10,1099*A,Lupinus argenteus,16,42,-10,-10,1.5,2,0,0,0,2.5,-1,1,0
2017,10,1099*A,Lupinus argenteus,16,42,-10,-10,0,0,0,0,1,1.5,-1.5,0,0
2014,1,11*A,Ivesia gordonii,195,93,-10,-10,7,3,1,0,0,NA,NA,1,NA
2015,1,11*A,Ivesia gordonii,195,93,-10,-10,8.5,4,0,0,0,7,1.5,1,0
2016,1,11*A,Ivesia gordonii,195,93,-10,-10,10.3,6,1,0,0,8.5,1.8,1,0
2017,1,11*A,Ivesia gordonii,195,93,-10,-10,0,0,0,0,1,10.3,-10.3,0,0
2014,10,110*A,Lupinus argenteus,100,10,-10,-10,13,9,2,0,0,NA,NA,1,NA
2015,10,110*A,Lupinus argenteus,100,10,-10,-10,9.5,5,0,0,0,13,-3.5,1,0
2016,10,110*A,Lupinus argenteus,100,10,-10,-10,13.7,8.2,1,0,0,9.5,4.2,1,0
2017,10,110*A,Lupinus argenteus,100,10,-10,-10,5,1,0,0,0,13.7,-8.7,1,0
2018,10,110*A,Lupinus argenteus,100,10,-10,-10,0,0,0,0,1,5,-5,0,0
2015,10,1100*A,Lupinus argenteus,33,66,-10,-10,9,5.5,0,0,0,NA,NA,1,1
2016,10,1100*A,Lupinus argenteus,33,66,-10,-10,8,3.5,0,0,0,9,-1,1,0
2017,10,1100*A,Lupinus argenteus,33,66,-10,-10,0,0,0,0,1,8,-8,0,0
2015,10,1101*A,Lupinus argenteus,16,66,-10,-10,3,2.5,0,1,0,NA,NA,1,1
2016,10,1101*A,Lupinus argenteus,16,66,-10,-10,0,0,0,0,1,3,-3,0,0
2015,10,1102*A,Chaenactis douglasii,66,52,-10,-10,1,1,0,1,0,NA,NA,1,1
2016,10,1102*A,Chaenactus douglasii,66,52,-10,-10,7,3.9,0,0,0,1,6,1,0
2017,10,1102*A,Chaenactus douglasii,66,52,-10,-10,0,0,0,0,1,7,-7,0,0
2015,10,1103*A,Lupinus argenteus,157,15,-10,-10,2,2,0,1,0,NA,NA,1,1
2016,10,1103*A,Lupinus argenteus,157,15,-10,-10,1.7,1.7,0,0,0,2,-0.3,1,0
2017,10,1103*A,Lupinus argenteus,157,15,-10,-10,0,0,0,0,1,1.7,-1.7,0,0
2015,10,1104*A,Lupinus argenteus,188,43,-10,-10,1.5,2.5,0,1,0,NA,NA,1,1
2016,10,1104*A,Lupinus argenteus,188,43,-10,-10,0,0,0,0,1,1.5,-1.5,0,0
2015,10,1105*A,Lupinus argenteus,150,81,-10,-10,2.5,2,0,1,0,NA,NA,1,1
2016,10,1105*A,Lupinus argenteus,150,81,-10,-10,1.7,2.3,0,0,0,2.5,-0.8,1,0
2017,10,1105*A,Lupinus argenteus,150,81,-10,-10,0,0,0,0,1,1.7,-1.7,0,0
2015,10,1106*A,Lupinus argenteus,105,83,-10,-10,10,5.5,0,0,0,NA,NA,1,1
2016,10,1106*A,Lupinus argenteus,105,83,-10,-10,11.8,6,0,0,0,10,1.8,1,0
2017,10,1106*A,Lupinus argenteus,105,83,-10,-10,5.5,3,0,0,0,11.8,-6.3,1,0
2018,10,1106*A,Lupinus argenteus,105,83,-10,-10,6,5.5,0,0,0,5.5,0.5,1,0
2019,10,1106*A,Lupinus argenteus,105,83,-10,-10,0,0,0,0,1,6,-6,0,0
2015,10,1107*A,Lupinus argenteus,140,122,-10,-10,2,1.5,0,1,0,NA,NA,1,1
2016,10,1107*A,Lupinus argenteus,140,122,-10,-10,1.7,1.3,0,0,0,2,-0.3,1,0
2017,10,1107*A,Lupinus argenteus,140,122,-10,-10,0,0,0,0,1,1.7,-1.7,0,0
2015,10,1108*A,Lupinus argenteus,85,95,-10,-10,10,5,0,0,0,NA,NA,1,1
2016,10,1108*A,Lupinus argenteus,85,95,-10,-10,10.7,6.8,0,0,0,10,0.7,1,0
2017,10,1108*A,Lupinus argenteus,85,95,-10,-10,7,6,0,0,0,10.7,-3.7,1,0
2018,10,1108*A,Lupinus argenteus,85,95,-10,-10,0,0,0,0,0,7,-7,1,0
2019,10,1108*A,Lupinus argenteus,85,95,-10,-10,4,4,0,0,0,0,4,1,0
2020,10,1108*A,Lupinus argenteus,85,95,-10,-10,0,0,0,0,1,4,-4,0,0
2015,10,1109*A,Lupinus argenteus,42,88,-10,-10,7.5,4.5,0,0,0,NA,NA,1,1
2016,10,1109*A,Lupinus argenteus,42,88,-10,-10,0,0,0,0,1,7.5,-7.5,0,0
2014,10,111*A,Ivesia gordonii,140,65,-10,-10,12,6,6,0,0,NA,NA,1,NA
2015,10,111*A,Ivesia gordonii,140,65,-10,-10,12.5,5.5,1,0,0,12,0.5,1,0
2016,10,111*A,Ivesia gordonii,140,65,-10,-10,12.4,6.2,5,0,0,12.5,-0.1,1,0
2017,10,111*A,Ivesia gordonii,140,65,-10,-10,17,7,26,0,0,12.4,4.6,1,0
2018,10,111*A,Ivesia gordonii,140,65,-10,-10,0,0,0,0,1,17,-17,0,0
2015,10,1110*A,Lupinus argenteus,22,132,-10,-10,13,7,0,0,0,NA,NA,1,1
2016,10,1110*A,Lupinus argenteus,22,132,-10,-10,0,0,0,0,1,13,-13,0,0
2015,10,1111*A,Lupinus argenteus,5,138,-10,-10,8.5,6.5,0,0,0,NA,NA,1,1
2016,10,1111*A,Lupinus argenteus,5,138,-10,-10,7,8,0,0,0,8.5,-1.5,1,0
2017,10,1111*A,Lupinus argenteus,5,138,-10,-10,0,0,0,0,1,7,-7,0,0
2015,10,1112*A,Lupinus argenteus,14,146,-10,-10,10,4.5,0,0,0,NA,NA,1,1
2016,10,1112*A,Lupinus argenteus,14,146,-10,-10,8,4,0,0,0,10,-2,1,0
2017,10,1112*A,Lupinus argenteus,14,146,-10,-10,0,0,0,0,1,8,-8,0,0
2015,10,1113*A,Lupinus argenteus,48,170,-10,-10,2.5,3,0,1,0,NA,NA,1,1
2016,10,1113*A,Lupinus argenteus,48,170,-10,-10,1,1.5,0,0,0,2.5,-1.5,1,0
2017,10,1113*A,Lupinus argenteus,48,170,-10,-10,0,0,0,0,1,1,-1,0,0
2015,10,1114*A,Lupinus argenteus,105,133,-10,-10,2,3,0,1,0,NA,NA,1,1
2016,10,1114*A,Lupinus argenteus,105,133,-10,-10,2.7,3.7,0,0,0,2,0.7,1,0
2017,10,1114*A,Lupinus argenteus,105,133,-10,-10,0,0,0,0,1,2.7,-2.7,0,0
2015,10,1115*A,Lupinus argenteus,143,190,-10,-10,2.5,3,0,1,0,NA,NA,1,1
2016,10,1115*A,Lupinus argenteus,143,190,-10,-10,2.5,2,0,0,0,2.5,0,1,0
2017,10,1115*A,Lupinus argenteus,143,190,-10,-10,3,3,0,0,0,2.5,0.5,1,0
2018,10,1115*A,Lupinus argenteus,143,190,-10,-10,2.5,2,0,0,0,3,-0.5,1,0
2019,10,1115*A,Lupinus argenteus,143,190,-10,-10,0,0,0,0,1,2.5,-2.5,0,0
2015,11,1116*A,Lupinus argenteus,111,51,-10,-10,6.5,3.5,0,0,0,NA,NA,1,1
2016,11,1116*A,Lupinus argenteus,111,51,-10,-10,4.5,3.5,2,0,0,6.5,-2,1,0
2017,11,1116*A,Lupinus argenteus,111,51,-10,-10,5.5,3,0,0,0,4.5,1,1,0
2018,11,1116*A,Lupinus argenteus,111,51,-10,-10,14.5,8.5,0,0,0,5.5,9,1,0
2019,11,1116*A,Lupinus argenteus,111,51,-10,-10,0,0,0,0,1,14.5,-14.5,0,0
2015,11,1117*A,Lupinus argenteus,101,58,-10,-10,9,5,0,0,0,NA,NA,1,1
